CSA,CBSA,MDIV,STCOU,NAME,LSAD,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022
164,,,,"Cape Girardeau-Sikeston, MO-IL",Combined Statistical Area,135579,135563,135613,136115,-16,50,502
164,16020,,,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,97521,97543,97757,98275,22,214,518
164,16020,,17003,"Alexander County, IL",County or equivalent,5242,5173,5032,4858,-69,-141,-174
164,16020,,29017,"Bollinger County, MO",County or equivalent,10572,10559,10578,10518,-13,19,-60
164,16020,,29031,"Cape Girardeau County, MO",County or equivalent,81707,81811,82147,82899,104,336,752
164,43460,,,"Sikeston, MO",Micropolitan Statistical Area,38058,38020,37856,37840,-38,-164,-16
164,43460,,29201,"Scott County, MO",County or equivalent,38058,38020,37856,37840,-38,-164,-16
168,,,,"Cedar Rapids-Iowa City, IA",Combined Statistical Area,451948,452180,453526,454583,232,1346,1057
168,16300,,,"Cedar Rapids, IA",Metropolitan Statistical Area,276520,276598,276016,275592,78,-582,-424
168,16300,,19011,"Benton County, IA",County or equivalent,25571,25534,25719,25711,-37,185,-8
168,16300,,19105,"Jones County, IA",County or equivalent,20646,20653,20839,20848,7,186,9
168,16300,,19113,"Linn County, IA",County or equivalent,230303,230411,229458,229033,108,-953,-425
168,26980,,,"Iowa City, IA",Metropolitan Statistical Area,175428,175582,177510,178991,154,1928,1481
168,26980,,19103,"Johnson County, IA",County or equivalent,152861,153042,155016,156420,181,1974,1404
168,26980,,19183,"Washington County, IA",County or equivalent,22567,22540,22494,22571,-27,-46,77
170,,,,"Charleston-Huntington-Ashland, WV-OH-KY",Combined Statistical Area,779960,778396,771309,763796,-1564,-7087,-7513
170,16620,,,"Charleston, WV",Metropolitan Statistical Area,258852,258046,255207,251914,-806,-2839,-3293
170,16620,,54005,"Boone County, WV",County or equivalent,21807,21739,21367,20968,-68,-372,-399
170,16620,,54015,"Clay County, WV",County or equivalent,8050,8007,7895,7814,-43,-112,-81
170,16620,,54035,"Jackson County, WV",County or equivalent,27792,27720,27761,27716,-72,41,-45
170,16620,,54039,"Kanawha County, WV",County or equivalent,180744,180217,177993,175515,-527,-2224,-2478
170,16620,,54043,"Lincoln County, WV",County or equivalent,20459,20363,20191,19901,-96,-172,-290
170,26580,,,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,359849,359357,356663,354304,-492,-2694,-2359
170,26580,,21019,"Boyd County, KY",County or equivalent,48253,48197,47767,48110,-56,-430,343
170,26580,,21043,"Carter County, KY",County or equivalent,26626,26607,26432,26395,-19,-175,-37
170,26580,,21089,"Greenup County, KY",County or equivalent,35970,35887,35682,35403,-83,-205,-279
170,26580,,39087,"Lawrence County, OH",County or equivalent,58236,58136,57400,56653,-100,-736,-747
170,26580,,54011,"Cabell County, WV",County or equivalent,94346,94234,93494,92730,-112,-740,-764
170,26580,,54079,"Putnam County, WV",County or equivalent,57435,57432,57355,57015,-3,-77,-340
170,26580,,54099,"Wayne County, WV",County or equivalent,38983,38864,38533,37998,-119,-331,-535
170,34350,,,"Mount Gay-Shamrock, WV",Micropolitan Statistical Area,32572,32510,31917,31316,-62,-593,-601
170,34350,,54045,"Logan County, WV",County or equivalent,32572,32510,31917,31316,-62,-593,-601
170,38580,,,"Point Pleasant, WV-OH",Micropolitan Statistical Area,54675,54639,54510,54068,-36,-129,-442
170,38580,,39053,"Gallia County, OH",County or equivalent,29227,29241,29220,29068,14,-21,-152
170,38580,,54053,"Mason County, WV",County or equivalent,25448,25398,25290,25000,-50,-108,-290
170,39020,,,"Portsmouth, OH",Micropolitan Statistical Area,74012,73844,73012,72194,-168,-832,-818
170,39020,,39145,"Scioto County, OH",County or equivalent,74012,73844,73012,72194,-168,-832,-818
172,,,,"Charlotte-Concord, NC-SC",Combined Statistical Area,2822392,2831352,2870795,2920892,8960,39443,50097
172,10620,,,"Albemarle, NC",Micropolitan Statistical Area,62506,62638,63108,64153,132,470,1045
172,10620,,37167,"Stanly County, NC",County or equivalent,62506,62638,63108,64153,132,470,1045
172,16740,,,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,2660365,2668915,2707369,2756069,8550,38454,48700
172,16740,,37007,"Anson County, NC",County or equivalent,22052,22033,22254,22202,-19,221,-52
172,16740,,37025,"Cabarrus County, NC",County or equivalent,225807,227214,231726,235797,1407,4512,4071
172,16740,,37071,"Gaston County, NC",County or equivalent,227942,228514,231337,234215,572,2823,2878
172,16740,,37097,"Iredell County, NC",County or equivalent,186699,187683,192227,195897,984,4544,3670
172,16740,,37109,"Lincoln County, NC",County or equivalent,86816,87206,89870,93095,390,2664,3225
172,16740,,37119,"Mecklenburg County, NC",County or equivalent,1115526,1116788,1125809,1145392,1262,9021,19583
172,16740,,37159,"Rowan County, NC",County or equivalent,146878,147148,148012,149645,270,864,1633
172,16740,,37179,"Union County, NC",County or equivalent,238233,239443,244260,249070,1210,4817,4810
172,16740,,45023,"Chester County, SC",County or equivalent,32294,32278,32097,31931,-16,-181,-166
172,16740,,45057,"Lancaster County, SC",County or equivalent,96010,96576,100522,104577,566,3946,4055
172,16740,,45091,"York County, SC",County or equivalent,282108,284032,289255,294248,1924,5223,4993
172,43140,,,"Shelby, NC",Micropolitan Statistical Area,99521,99799,100318,100670,278,519,352
172,43140,,37045,"Cleveland County, NC",County or equivalent,99521,99799,100318,100670,278,519,352
174,,,,"Chattanooga-Cleveland-Dalton, TN-GA",Combined Statistical Area,1000330,1002032,1007920,1018929,1702,5888,11009
174,11940,,,"Athens, TN",Micropolitan Statistical Area,53275,53344,53907,54719,69,563,812
174,11940,,47107,"McMinn County, TN",County or equivalent,53275,53344,53907,54719,69,563,812
174,15660,,,"Calhoun, GA",Micropolitan Statistical Area,57543,57716,58253,58954,173,537,701
174,15660,,13129,"Gordon County, GA",County or equivalent,57543,57716,58253,58954,173,537,701
174,16860,,,"Chattanooga, TN-GA",Metropolitan Statistical Area,562658,563940,567454,574507,1282,3514,7053
174,16860,,13047,"Catoosa County, GA",County or equivalent,67873,68006,68420,68826,133,414,406
174,16860,,13083,"Dade County, GA",County or equivalent,16246,16235,16230,16081,-11,-5,-149
174,16860,,13295,"Walker County, GA",County or equivalent,67660,67742,68405,68915,82,663,510
174,16860,,47065,"Hamilton County, TN",County or equivalent,366215,367242,369027,374682,1027,1785,5655
174,16860,,47115,"Marion County, TN",County or equivalent,28835,28865,28927,29094,30,62,167
174,16860,,47153,"Sequatchie County, TN",County or equivalent,15829,15850,16445,16909,21,595,464
174,17420,,,"Cleveland, TN",Metropolitan Statistical Area,126167,126388,127553,128479,221,1165,926
174,17420,,47011,"Bradley County, TN",County or equivalent,108620,108820,109769,110616,200,949,847
174,17420,,47139,"Polk County, TN",County or equivalent,17547,17568,17784,17863,21,216,79
174,19140,,,"Dalton, GA",Metropolitan Statistical Area,142848,142788,142720,143604,-60,-68,884
174,19140,,13213,"Murray County, GA",County or equivalent,39982,40012,40032,40472,30,20,440
174,19140,,13313,"Whitfield County, GA",County or equivalent,102866,102776,102688,103132,-90,-88,444
174,19420,,,"Dayton, TN",Micropolitan Statistical Area,32870,32934,33205,33730,64,271,525
174,19420,,47143,"Rhea County, TN",County or equivalent,32870,32934,33205,33730,64,271,525
174,44900,,,"Summerville, GA",Micropolitan Statistical Area,24969,24922,24828,24936,-47,-94,108
174,44900,,13055,"Chattooga County, GA",County or equivalent,24969,24922,24828,24936,-47,-94,108
176,,,,"Chicago-Naperville, IL-IN-WI",Combined Statistical Area,9986954,9968572,9886372,9806184,-18382,-82200,-80188
176,16980,,,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,9618494,9600822,9519538,9441957,-17672,-81284,-77581
176,16980,16984,,"Chicago-Naperville-Evanston, IL",Metropolitan Division,7267532,7250740,7166560,7091738,-16792,-84180,-74822
176,16980,16984,17031,"Cook County, IL",County or equivalent,5275522,5261249,5177606,5109292,-14273,-83643,-68314
176,16980,16984,17043,"DuPage County, IL",County or equivalent,932877,931244,926448,920901,-1633,-4796,-5547
176,16980,16984,17063,"Grundy County, IL",County or equivalent,52544,52517,52929,53041,-27,412,112
176,16980,16984,17111,"McHenry County, IL",County or equivalent,310227,309886,311592,311747,-341,1706,155
176,16980,16984,17197,"Will County, IL",County or equivalent,696362,695844,697985,696757,-518,2141,-1228
176,16980,20994,,"Elgin, IL",Metropolitan Division,748803,748742,751603,751668,-61,2861,65
176,16980,20994,17037,"DeKalb County, IL",County or equivalent,100415,100253,100472,100232,-162,219,-240
176,16980,20994,17089,"Kane County, IL",County or equivalent,516520,516141,516183,514182,-379,42,-2001
176,16980,20994,17093,"Kendall County, IL",County or equivalent,131868,132348,134948,137254,480,2600,2306
176,16980,23844,,"Gary, IN",Metropolitan Division,718652,718905,720750,721584,253,1845,834
176,16980,23844,18073,"Jasper County, IN",County or equivalent,32912,32892,33113,33281,-20,221,168
176,16980,23844,18089,"Lake County, IN",County or equivalent,498707,498932,499327,499689,225,395,362
176,16980,23844,18111,"Newton County, IN",County or equivalent,13825,13786,13793,13823,-39,7,30
176,16980,23844,18127,"Porter County, IN",County or equivalent,173208,173295,174517,174791,87,1222,274
176,16980,29404,,"Lake County-Kenosha County, IL-WI",Metropolitan Division,883507,882435,880625,876967,-1072,-1810,-3658
176,16980,29404,17097,"Lake County, IL",County or equivalent,714351,713251,712160,709150,-1100,-1091,-3010
176,16980,29404,55059,"Kenosha County, WI",County or equivalent,169156,169184,168465,167817,28,-719,-648
176,28100,,,"Kankakee, IL",Metropolitan Statistical Area,107508,107250,106652,106074,-258,-598,-578
176,28100,,17091,"Kankakee County, IL",County or equivalent,107508,107250,106652,106074,-258,-598,-578
176,33140,,,"Michigan City-La Porte, IN",Metropolitan Statistical Area,112422,112276,112486,111675,-146,210,-811
176,33140,,18091,"LaPorte County, IN",County or equivalent,112422,112276,112486,111675,-146,210,-811
176,36837,,,"Ottawa, IL",Micropolitan Statistical Area,148530,148224,147696,146478,-306,-528,-1218
176,36837,,17011,"Bureau County, IL",County or equivalent,33229,33172,32961,32828,-57,-211,-133
176,36837,,17099,"LaSalle County, IL",County or equivalent,109663,109421,109139,108078,-242,-282,-1061
176,36837,,17155,"Putnam County, IL",County or equivalent,5638,5631,5596,5572,-7,-35,-24
178,,,,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Combined Statistical Area,2316035,2318085,2319020,2323945,2050,935,4925
178,17140,,,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,2256892,2258932,2259955,2265051,2040,1023,5096
178,17140,,18029,"Dearborn County, IN",County or equivalent,50680,50754,50946,51138,74,192,192
178,17140,,18047,"Franklin County, IN",County or equivalent,22796,22793,22857,23028,-3,64,171
178,17140,,18115,"Ohio County, IN",County or equivalent,5930,5922,5992,6114,-8,70,122
178,17140,,18161,"Union County, IN",County or equivalent,7087,7081,7014,6952,-6,-67,-62
178,17140,,21015,"Boone County, KY",County or equivalent,135995,136465,137760,139093,470,1295,1333
178,17140,,21023,"Bracken County, KY",County or equivalent,8403,8402,8446,8452,-1,44,6
178,17140,,21037,"Campbell County, KY",County or equivalent,93075,93129,92856,93300,54,-273,444
178,17140,,21077,"Gallatin County, KY",County or equivalent,8693,8672,8766,8763,-21,94,-3
178,17140,,21081,"Grant County, KY",County or equivalent,24946,25014,25302,25502,68,288,200
178,17140,,21117,"Kenton County, KY",County or equivalent,169028,169246,169734,170313,218,488,579
178,17140,,21191,"Pendleton County, KY",County or equivalent,14652,14652,14611,14676,0,-41,65
178,17140,,39015,"Brown County, OH",County or equivalent,43674,43671,43690,43680,-3,19,-10
178,17140,,39017,"Butler County, OH",County or equivalent,390378,390872,387791,388420,494,-3081,629
178,17140,,39025,"Clermont County, OH",County or equivalent,208592,208738,209867,210805,146,1129,938
178,17140,,39061,"Hamilton County, OH",County or equivalent,830625,830320,827501,825037,-305,-2819,-2464
178,17140,,39165,"Warren County, OH",County or equivalent,242338,243201,246822,249778,863,3621,2956
178,32500,,,"Maysville, KY",Micropolitan Statistical Area,17121,17130,16965,16930,9,-165,-35
178,32500,,21161,"Mason County, KY",County or equivalent,17121,17130,16965,16930,9,-165,-35
178,48940,,,"Wilmington, OH",Micropolitan Statistical Area,42022,42023,42100,41964,1,77,-136
178,48940,,39027,"Clinton County, OH",County or equivalent,42022,42023,42100,41964,1,77,-136
184,,,,"Cleveland-Akron-Canton, OH",Combined Statistical Area,3633916,3630882,3609276,3598304,-3034,-21606,-10972
184,10420,,,"Akron, OH",Metropolitan Statistical Area,702226,701625,696225,697627,-601,-5400,1402
184,10420,,39133,"Portage County, OH",County or equivalent,161790,161833,158978,161745,43,-2855,2767
184,10420,,39153,"Summit County, OH",County or equivalent,540436,539792,537247,535882,-644,-2545,-1365
184,11780,,,"Ashtabula, OH",Micropolitan Statistical Area,97596,97516,97452,97014,-80,-64,-438
184,11780,,39007,"Ashtabula County, OH",County or equivalent,97596,97516,97452,97014,-80,-64,-438
184,15940,,,"Canton-Massillon, OH",Metropolitan Statistical Area,401567,401183,400330,399316,-384,-853,-1014
184,15940,,39019,"Carroll County, OH",County or equivalent,26714,26697,26671,26659,-17,-26,-12
184,15940,,39151,"Stark County, OH",County or equivalent,374853,374486,373659,372657,-367,-827,-1002
184,17460,,,"Cleveland-Elyria, OH",Metropolitan Statistical Area,2088189,2086509,2073183,2063132,-1680,-13326,-10051
184,17460,,39035,"Cuyahoga County, OH",County or equivalent,1264813,1262523,1247808,1236041,-2290,-14715,-11767
184,17460,,39055,"Geauga County, OH",County or equivalent,95403,95347,95649,95469,-56,302,-180
184,17460,,39085,"Lake County, OH",County or equivalent,232524,232508,232223,231842,-16,-285,-381
184,17460,,39093,"Lorain County, OH",County or equivalent,312974,313495,314165,316268,521,670,2103
184,17460,,39103,"Medina County, OH",County or equivalent,182475,182636,183338,183512,161,702,174
184,35420,,,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,93265,93183,92608,91937,-82,-575,-671
184,35420,,39157,"Tuscarawas County, OH",County or equivalent,93265,93183,92608,91937,-82,-575,-671
184,35940,,,"Norwalk, OH",Micropolitan Statistical Area,58565,58485,58431,58218,-80,-54,-213
184,35940,,39077,"Huron County, OH",County or equivalent,58565,58485,58431,58218,-80,-54,-213
184,41780,,,"Sandusky, OH",Micropolitan Statistical Area,75619,75475,74918,74501,-144,-557,-417
184,41780,,39043,"Erie County, OH",County or equivalent,75619,75475,74918,74501,-144,-557,-417
184,49300,,,"Wooster, OH",Micropolitan Statistical Area,116889,116906,116129,116559,17,-777,430
184,49300,,39169,"Wayne County, OH",County or equivalent,116889,116906,116129,116559,17,-777,430
185,,,,"Cleveland-Indianola, MS",Combined Statistical Area,56946,56680,55508,54181,-266,-1172,-1327
185,17380,,,"Cleveland, MS",Micropolitan Statistical Area,30973,30827,30180,29370,-146,-647,-810
185,17380,,28011,"Bolivar County, MS",County or equivalent,30973,30827,30180,29370,-146,-647,-810
185,26940,,,"Indianola, MS",Micropolitan Statistical Area,25973,25853,25328,24811,-120,-525,-517
185,26940,,28133,"Sunflower County, MS",County or equivalent,25973,25853,25328,24811,-120,-525,-517
188,,,,"Clovis-Portales, NM",Combined Statistical Area,67626,67527,66977,66466,-99,-550,-511
188,17580,,,"Clovis, NM",Micropolitan Statistical Area,48429,48370,47960,47532,-59,-410,-428
188,17580,,35009,"Curry County, NM",County or equivalent,48429,48370,47960,47532,-59,-410,-428
188,38780,,,"Portales, NM",Micropolitan Statistical Area,19197,19157,19017,18934,-40,-140,-83
188,38780,,35041,"Roosevelt County, NM",County or equivalent,19197,19157,19017,18934,-40,-140,-83
190,,,,"Columbia-Moberly-Mexico, MO",Combined Statistical Area,260540,260086,262268,263686,-454,2182,1418
190,17860,,,"Columbia, MO",Metropolitan Statistical Area,210863,210834,212875,214630,-29,2041,1755
190,17860,,29019,"Boone County, MO",County or equivalent,183607,184035,186075,187690,428,2040,1615
190,17860,,29053,"Cooper County, MO",County or equivalent,17108,16648,16672,16772,-460,24,100
190,17860,,29089,"Howard County, MO",County or equivalent,10148,10151,10128,10168,3,-23,40
190,33020,,,"Mexico, MO",Micropolitan Statistical Area,24964,24798,24824,24434,-166,26,-390
190,33020,,29007,"Audrain County, MO",County or equivalent,24964,24798,24824,24434,-166,26,-390
190,33620,,,"Moberly, MO",Micropolitan Statistical Area,24713,24454,24569,24622,-259,115,53
190,33620,,29175,"Randolph County, MO",County or equivalent,24713,24454,24569,24622,-259,115,53
192,,,,"Columbia-Orangeburg-Newberry, SC",Combined Statistical Area,951416,951769,958143,969027,353,6374,10884
192,17900,,,"Columbia, SC",Metropolitan Statistical Area,829469,830082,837388,847686,613,7306,10298
192,17900,,45017,"Calhoun County, SC",County or equivalent,14122,14113,14134,14179,-9,21,45
192,17900,,45039,"Fairfield County, SC",County or equivalent,20951,20880,20698,20455,-71,-182,-243
192,17900,,45055,"Kershaw County, SC",County or equivalent,65407,65581,66121,67751,174,540,1630
192,17900,,45063,"Lexington County, SC",County or equivalent,293985,295033,300482,304797,1048,5449,4315
192,17900,,45079,"Richland County, SC",County or equivalent,416145,415645,417132,421566,-500,1487,4434
192,17900,,45081,"Saluda County, SC",County or equivalent,18859,18830,18821,18938,-29,-9,117
192,35140,,,"Newberry, SC",Micropolitan Statistical Area,37722,37731,37957,38247,9,226,290
192,35140,,45071,"Newberry County, SC",County or equivalent,37722,37731,37957,38247,9,226,290
192,36700,,,"Orangeburg, SC",Micropolitan Statistical Area,84225,83956,82798,83094,-269,-1158,296
192,36700,,45075,"Orangeburg County, SC",County or equivalent,84225,83956,82798,83094,-269,-1158,296
194,,,,"Columbus-Auburn-Opelika, GA-AL",Combined Statistical Area,503143,503936,504082,504883,793,146,801
194,12220,,,"Auburn-Opelika, AL",Metropolitan Statistical Area,174244,174742,177655,180773,498,2913,3118
194,12220,,1081,"Lee County, AL",County or equivalent,174244,174742,177655,180773,498,2913,3118
194,17980,,,"Columbus, GA-AL",Metropolitan Statistical Area,328899,329194,326427,324110,295,-2767,-2317
194,17980,,1113,"Russell County, AL",County or equivalent,59187,59259,58668,58555,72,-591,-113
194,17980,,13053,"Chattahoochee County, GA",County or equivalent,9568,9481,9044,8819,-87,-437,-225
194,17980,,13145,"Harris County, GA",County or equivalent,34669,34896,35605,36276,227,709,671
194,17980,,13197,"Marion County, GA",County or equivalent,7506,7530,7426,7449,24,-104,23
194,17980,,13215,"Muscogee County, GA",County or equivalent,206922,206998,205024,202616,76,-1974,-2408
194,17980,,13259,"Stewart County, GA",County or equivalent,5312,5304,4914,4648,-8,-390,-266
194,17980,,13263,"Talbot County, GA",County or equivalent,5735,5726,5746,5747,-9,20,1
198,,,,"Columbus-Marion-Zanesville, OH",Combined Statistical Area,2544033,2546944,2551244,2565032,2911,4300,13788
198,13340,,,"Bellefontaine, OH",Micropolitan Statistical Area,46144,46106,46129,46040,-38,23,-89
198,13340,,39091,"Logan County, OH",County or equivalent,46144,46106,46129,46040,-38,23,-89
198,15740,,,"Cambridge, OH",Micropolitan Statistical Area,38434,38415,38263,38098,-19,-152,-165
198,15740,,39059,"Guernsey County, OH",County or equivalent,38434,38415,38263,38098,-19,-152,-165
198,17060,,,"Chillicothe, OH",Micropolitan Statistical Area,77095,77064,76540,76606,-31,-524,66
198,17060,,39141,"Ross County, OH",County or equivalent,77095,77064,76540,76606,-31,-524,66
198,18140,,,"Columbus, OH",Metropolitan Statistical Area,2138924,2141756,2146951,2161511,2832,5195,14560
198,18140,,39041,"Delaware County, OH",County or equivalent,214120,215139,221186,226296,1019,6047,5110
198,18140,,39045,"Fairfield County, OH",County or equivalent,158918,159443,161182,162898,525,1739,1716
198,18140,,39049,"Franklin County, OH",County or equivalent,1323800,1324357,1317560,1321820,557,-6797,4260
198,18140,,39073,"Hocking County, OH",County or equivalent,28054,28039,28126,27858,-15,87,-268
198,18140,,39089,"Licking County, OH",County or equivalent,178509,178769,179962,181359,260,1193,1397
198,18140,,39097,"Madison County, OH",County or equivalent,43847,43853,44404,43540,6,551,-864
198,18140,,39117,"Morrow County, OH",County or equivalent,34940,34973,35197,35339,33,224,142
198,18140,,39127,"Perry County, OH",County or equivalent,35409,35448,35454,35480,39,6,26
198,18140,,39129,"Pickaway County, OH",County or equivalent,58537,58646,58770,60023,109,124,1253
198,18140,,39159,"Union County, OH",County or equivalent,62790,63089,65110,66898,299,2021,1788
198,32020,,,"Marion, OH",Micropolitan Statistical Area,65366,65399,65311,64642,33,-88,-669
198,32020,,39101,"Marion County, OH",County or equivalent,65366,65399,65311,64642,33,-88,-669
198,34540,,,"Mount Vernon, OH",Micropolitan Statistical Area,62711,62783,62547,63183,72,-236,636
198,34540,,39083,"Knox County, OH",County or equivalent,62711,62783,62547,63183,72,-236,636
198,47920,,,"Washington Court House, OH",Micropolitan Statistical Area,28947,28971,28929,28839,24,-42,-90
198,47920,,39047,"Fayette County, OH",County or equivalent,28947,28971,28929,28839,24,-42,-90
198,49780,,,"Zanesville, OH",Micropolitan Statistical Area,86412,86450,86574,86113,38,124,-461
198,49780,,39119,"Muskingum County, OH",County or equivalent,86412,86450,86574,86113,38,124,-461
200,,,,"Columbus-West Point, MS",Combined Statistical Area,77517,77388,76629,75983,-129,-759,-646
200,18060,,,"Columbus, MS",Micropolitan Statistical Area,58882,58767,58129,57603,-115,-638,-526
200,18060,,28087,"Lowndes County, MS",County or equivalent,58882,58767,58129,57603,-115,-638,-526
200,48500,,,"West Point, MS",Micropolitan Statistical Area,18635,18621,18500,18380,-14,-121,-120
200,48500,,28025,"Clay County, MS",County or equivalent,18635,18621,18500,18380,-14,-121,-120
204,,,,"Corpus Christi-Kingsville-Alice, TX",Combined Statistical Area,525865,526158,527360,526006,293,1202,-1354
204,10860,,,"Alice, TX",Micropolitan Statistical Area,48720,48684,48926,48714,-36,242,-212
204,10860,,48131,"Duval County, TX",County or equivalent,9827,9807,10003,9888,-20,196,-115
204,10860,,48249,"Jim Wells County, TX",County or equivalent,38893,38877,38923,38826,-16,46,-97
204,18580,,,"Corpus Christi, TX",Metropolitan Statistical Area,421924,422214,422931,421628,290,717,-1303
204,18580,,48355,"Nueces County, TX",County or equivalent,353170,353376,353230,351674,206,-146,-1556
204,18580,,48409,"San Patricio County, TX",County or equivalent,68754,68838,69701,69954,84,863,253
204,28780,,,"Kingsville, TX",Micropolitan Statistical Area,31390,31328,30984,30720,-62,-344,-264
204,28780,,48261,"Kenedy County, TX",County or equivalent,352,351,342,358,-1,-9,16
204,28780,,48273,"Kleberg County, TX",County or equivalent,31038,30977,30642,30362,-61,-335,-280
204,40530,,,"Rockport, TX",Micropolitan Statistical Area,23831,23932,24519,24944,101,587,425
204,40530,,48007,"Aransas County, TX",County or equivalent,23831,23932,24519,24944,101,587,425
206,,,,"Dallas-Fort Worth, TX-OK",Combined Statistical Area,8121090,8151565,8269306,8449932,30475,117741,180626
206,11980,,,"Athens, TX",Micropolitan Statistical Area,82145,82394,83590,84511,249,1196,921
206,11980,,48213,"Henderson County, TX",County or equivalent,82145,82394,83590,84511,249,1196,921
206,14300,,,"Bonham, TX",Micropolitan Statistical Area,35661,35798,36716,37125,137,918,409
206,14300,,48147,"Fannin County, TX",County or equivalent,35661,35798,36716,37125,137,918,409
206,18620,,,"Corsicana, TX",Micropolitan Statistical Area,52623,52828,53616,54636,205,788,1020
206,18620,,48349,"Navarro County, TX",County or equivalent,52623,52828,53616,54636,205,788,1020
206,19100,,,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,7637361,7665875,7773289,7943685,28514,107414,170396
206,19100,19124,,"Dallas-Plano-Irving, TX",Metropolitan Division,5129894,5150758,5227591,5352855,20864,76833,125264
206,19100,19124,48085,"Collin County, TX",County or equivalent,1066465,1075654,1114450,1158696,9189,38796,44246
