CSA,CBSA,MDIV,STCOU,NAME,LSAD,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022
206,19100,19124,48113,"Dallas County, TX",County or equivalent,2611491,2609966,2587954,2600840,-1525,-22012,12886
206,19100,19124,48121,"Denton County, TX",County or equivalent,906405,914324,943857,977281,7919,29533,33424
206,19100,19124,48139,"Ellis County, TX",County or equivalent,192441,194295,203107,212182,1854,8812,9075
206,19100,19124,48231,"Hunt County, TX",County or equivalent,99957,100257,103458,108282,300,3201,4824
206,19100,19124,48257,"Kaufman County, TX",County or equivalent,145303,147126,158216,172366,1823,11090,14150
206,19100,19124,48397,"Rockwall County, TX",County or equivalent,107832,109136,116549,123208,1304,7413,6659
206,19100,23104,,"Fort Worth-Arlington-Grapevine, TX",Metropolitan Division,2507467,2515117,2545698,2590830,7650,30581,45132
206,19100,23104,48251,"Johnson County, TX",County or equivalent,179999,180945,187442,195506,946,6497,8064
206,19100,23104,48367,"Parker County, TX",County or equivalent,148228,149547,156966,165834,1319,7419,8868
206,19100,23104,48439,"Tarrant County, TX",County or equivalent,2110608,2115682,2129402,2154595,5074,13720,25193
206,19100,23104,48497,"Wise County, TX",County or equivalent,68632,68943,71888,74895,311,2945,3007
206,20460,,,"Durant, OK",Micropolitan Statistical Area,46072,46327,47187,48182,255,860,995
206,20460,,40013,"Bryan County, OK",County or equivalent,46072,46327,47187,48182,255,860,995
206,23620,,,"Gainesville, TX",Micropolitan Statistical Area,41671,41744,42408,43050,73,664,642
206,23620,,48097,"Cooke County, TX",County or equivalent,41671,41744,42408,43050,73,664,642
206,24180,,,"Granbury, TX",Micropolitan Statistical Area,61597,62054,64263,66373,457,2209,2110
206,24180,,48221,"Hood County, TX",County or equivalent,61597,62054,64263,66373,457,2209,2110
206,33420,,,"Mineral Wells, TX",Micropolitan Statistical Area,28408,28445,28676,29239,37,231,563
206,33420,,48363,"Palo Pinto County, TX",County or equivalent,28408,28445,28676,29239,37,231,563
206,43300,,,"Sherman-Denison, TX",Metropolitan Statistical Area,135552,136100,139561,143131,548,3461,3570
206,43300,,48181,"Grayson County, TX",County or equivalent,135552,136100,139561,143131,548,3461,3570
209,,,,"Davenport-Moline, IA-IL",Combined Statistical Area,474043,473327,470920,468095,-716,-2407,-2825
209,17540,,,"Clinton, IA",Micropolitan Statistical Area,46470,46432,46526,46344,-38,94,-182
209,17540,,19045,"Clinton County, IA",County or equivalent,46470,46432,46526,46344,-38,94,-182
209,19340,,,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,384331,383754,381706,379374,-577,-2048,-2332
209,19340,,17073,"Henry County, IL",County or equivalent,49290,49172,48868,48419,-118,-304,-449
209,19340,,17131,"Mercer County, IL",County or equivalent,15694,15627,15568,15504,-67,-59,-64
209,19340,,17161,"Rock Island County, IL",County or equivalent,144678,144359,142992,141527,-319,-1367,-1465
209,19340,,19163,"Scott County, IA",County or equivalent,174669,174596,174278,173924,-73,-318,-354
209,34700,,,"Muscatine, IA",Micropolitan Statistical Area,43242,43141,42688,42377,-101,-453,-311
209,34700,,19139,"Muscatine County, IA",County or equivalent,43242,43141,42688,42377,-101,-453,-311
212,,,,"Dayton-Springfield-Kettering, OH",Combined Statistical Area,1088849,1088810,1087387,1085335,-39,-1423,-2052
212,19430,,,"Dayton-Kettering, OH",Metropolitan Statistical Area,814064,814162,813183,812595,98,-979,-588
212,19430,,39057,"Greene County, OH",County or equivalent,167971,168119,167628,168456,148,-491,828
212,19430,,39109,"Miami County, OH",County or equivalent,108777,108950,109386,110247,173,436,861
212,19430,,39113,"Montgomery County, OH",County or equivalent,537316,537093,536169,533892,-223,-924,-2277
212,24820,,,"Greenville, OH",Micropolitan Statistical Area,51883,51897,51645,51529,14,-252,-116
212,24820,,39037,"Darke County, OH",County or equivalent,51883,51897,51645,51529,14,-252,-116
212,43380,,,"Sidney, OH",Micropolitan Statistical Area,48222,48138,48030,47671,-84,-108,-359
212,43380,,39149,"Shelby County, OH",County or equivalent,48222,48138,48030,47671,-84,-108,-359
212,44220,,,"Springfield, OH",Metropolitan Statistical Area,135973,135879,135747,134831,-94,-132,-916
212,44220,,39023,"Clark County, OH",County or equivalent,135973,135879,135747,134831,-94,-132,-916
212,46500,,,"Urbana, OH",Micropolitan Statistical Area,38707,38734,38782,38709,27,48,-73
212,46500,,39021,"Champaign County, OH",County or equivalent,38707,38734,38782,38709,27,48,-73
216,,,,"Denver-Aurora, CO",Combined Statistical Area,3623571,3632271,3644719,3663515,8700,12448,18796
216,14500,,,"Boulder, CO",Metropolitan Statistical Area,330764,330922,327075,327468,158,-3847,393
216,14500,,8013,"Boulder County, CO",County or equivalent,330764,330922,327075,327468,158,-3847,393
216,19740,,,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,2963831,2969922,2977833,2985871,6091,7911,8038
216,19740,,8001,"Adams County, CO",County or equivalent,519582,520479,523592,527575,897,3113,3983
216,19740,,8005,"Arapahoe County, CO",County or equivalent,655058,655207,656557,655808,149,1350,-749
216,19740,,8014,"Broomfield County, CO",County or equivalent,74105,74484,75375,76121,379,891,746
216,19740,,8019,"Clear Creek County, CO",County or equivalent,9394,9393,9445,9355,-1,52,-90
216,19740,,8031,"Denver County, CO",County or equivalent,715538,717556,711323,713252,2018,-6233,1929
216,19740,,8035,"Douglas County, CO",County or equivalent,357998,360303,369825,375988,2305,9522,6163
216,19740,,8039,"Elbert County, CO",County or equivalent,26049,26207,27133,27799,158,926,666
216,19740,,8047,"Gilpin County, CO",County or equivalent,5810,5824,5899,5891,14,75,-8
216,19740,,8059,"Jefferson County, CO",County or equivalent,582902,583050,580926,576143,148,-2124,-4783
216,19740,,8093,"Park County, CO",County or equivalent,17395,17419,17758,17939,24,339,181
216,24540,,,"Greeley, CO",Metropolitan Statistical Area,328976,331427,339811,350176,2451,8384,10365
216,24540,,8123,"Weld County, CO",County or equivalent,328976,331427,339811,350176,2451,8384,10365
217,,,,"DeRidder-Fort Polk South, LA",Combined Statistical Area,85308,85225,84675,83817,-83,-550,-858
217,19760,,,"DeRidder, LA",Micropolitan Statistical Area,36554,36600,36619,36570,46,19,-49
217,19760,,22011,"Beauregard Parish, LA",County or equivalent,36554,36600,36619,36570,46,19,-49
217,22860,,,"Fort Polk South, LA",Micropolitan Statistical Area,48754,48625,48056,47247,-129,-569,-809
217,22860,,22115,"Vernon Parish, LA",County or equivalent,48754,48625,48056,47247,-129,-569,-809
218,,,,"Des Moines-Ames-West Des Moines, IA",Combined Statistical Area,890315,892009,902310,910923,1694,10301,8613
218,11180,,,"Ames, IA",Metropolitan Statistical Area,125251,125345,126442,126282,94,1097,-160
218,11180,,19015,"Boone County, IA",County or equivalent,26715,26700,26776,26609,-15,76,-167
218,11180,,19169,"Story County, IA",County or equivalent,98536,98645,99666,99673,109,1021,7
218,19780,,,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,709467,711109,720480,729053,1642,9371,8573
218,19780,,19049,"Dallas County, IA",County or equivalent,99677,100473,104069,108016,796,3596,3947
218,19780,,19077,"Guthrie County, IA",County or equivalent,10623,10613,10586,10647,-10,-27,61
218,19780,,19099,"Jasper County, IA",County or equivalent,37809,37810,37874,37938,1,64,64
218,19780,,19121,"Madison County, IA",County or equivalent,16545,16628,16789,17036,83,161,247
218,19780,,19153,"Polk County, IA",County or equivalent,492411,492997,497675,501089,586,4678,3414
218,19780,,19181,"Warren County, IA",County or equivalent,52402,52588,53487,54327,186,899,840
218,36820,,,"Oskaloosa, IA",Micropolitan Statistical Area,22180,22147,21944,21946,-33,-203,2
218,36820,,19123,"Mahaska County, IA",County or equivalent,22180,22147,21944,21946,-33,-203,2
218,37800,,,"Pella, IA",Micropolitan Statistical Area,33417,33408,33444,33642,-9,36,198
218,37800,,19125,"Marion County, IA",County or equivalent,33417,33408,33444,33642,-9,36,198
220,,,,"Detroit-Warren-Ann Arbor, MI",Combined Statistical Area,5424747,5416423,5391204,5368296,-8324,-25219,-22908
220,10300,,,"Adrian, MI",Micropolitan Statistical Area,99424,99320,99202,98567,-104,-118,-635
220,10300,,26091,"Lenawee County, MI",County or equivalent,99424,99320,99202,98567,-104,-118,-635
220,11460,,,"Ann Arbor, MI",Metropolitan Statistical Area,372265,371817,364998,366376,-448,-6819,1378
220,11460,,26161,"Washtenaw County, MI",County or equivalent,372265,371817,364998,366376,-448,-6819,1378
220,19820,,,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,4392029,4384636,4366696,4345761,-7393,-17940,-20935
220,19820,19804,,"Detroit-Dearborn-Livonia, MI",Metropolitan Division,1793549,1789129,1773073,1757043,-4420,-16056,-16030
220,19820,19804,26163,"Wayne County, MI",County or equivalent,1793549,1789129,1773073,1757043,-4420,-16056,-16030
220,19820,47664,,"Warren-Troy-Farmington Hills, MI",Metropolitan Division,2598480,2595507,2593623,2588718,-2973,-1884,-4905
220,19820,47664,26087,"Lapeer County, MI",County or equivalent,88615,88572,88686,88780,-43,114,94
220,19820,47664,26093,"Livingston County, MI",County or equivalent,193869,193971,195277,196161,102,1306,884
220,19820,47664,26099,"Macomb County, MI",County or equivalent,881219,880176,877385,874195,-1043,-2791,-3190
220,19820,47664,26125,"Oakland County, MI",County or equivalent,1274395,1272413,1271891,1269431,-1982,-522,-2460
220,19820,47664,26147,"St. Clair County, MI",County or equivalent,160382,160375,160384,160151,-7,9,-233
220,22420,,,"Flint, MI",Metropolitan Statistical Area,406217,405757,404662,401983,-460,-1095,-2679
220,22420,,26049,"Genesee County, MI",County or equivalent,406217,405757,404662,401983,-460,-1095,-2679
220,33780,,,"Monroe, MI",Metropolitan Statistical Area,154812,154893,155646,155609,81,753,-37
220,33780,,26115,"Monroe County, MI",County or equivalent,154812,154893,155646,155609,81,753,-37
221,,,,"Dixon-Sterling, IL",Combined Statistical Area,89835,89604,89508,88506,-231,-96,-1002
221,19940,,,"Dixon, IL",Micropolitan Statistical Area,34144,34051,34166,33848,-93,115,-318
221,19940,,17103,"Lee County, IL",County or equivalent,34144,34051,34166,33848,-93,115,-318
221,44580,,,"Sterling, IL",Micropolitan Statistical Area,55691,55553,55342,54658,-138,-211,-684
221,44580,,17195,"Whiteside County, IL",County or equivalent,55691,55553,55342,54658,-138,-211,-684
222,,,,"Dothan-Ozark, AL",Combined Statistical Area,200331,200410,200966,202061,79,556,1095
222,20020,,,"Dothan, AL",Metropolitan Statistical Area,151012,151157,151554,152517,145,397,963
222,20020,,1061,"Geneva County, AL",County or equivalent,26660,26696,26667,26783,36,-29,116
222,20020,,1067,"Henry County, AL",County or equivalent,17148,17175,17434,17655,27,259,221
222,20020,,1069,"Houston County, AL",County or equivalent,107204,107286,107453,108079,82,167,626
222,37120,,,"Ozark, AL",Micropolitan Statistical Area,49319,49253,49412,49544,-66,159,132
222,37120,,1045,"Dale County, AL",County or equivalent,49319,49253,49412,49544,-66,159,132
232,,,,"Eau Claire-Menomonie, WI",Combined Statistical Area,217438,217652,217125,219295,214,-527,2170
232,20740,,,"Eau Claire, WI",Metropolitan Statistical Area,172004,172211,172616,173644,207,405,1028
232,20740,,55017,"Chippewa County, WI",County or equivalent,66302,66337,66628,66807,35,291,179
232,20740,,55035,"Eau Claire County, WI",County or equivalent,105702,105874,105988,106837,172,114,849
232,32860,,,"Menomonie, WI",Micropolitan Statistical Area,45434,45441,44509,45651,7,-932,1142
232,32860,,55033,"Dunn County, WI",County or equivalent,45434,45441,44509,45651,7,-932,1142
233,,,,"Edwards-Glenwood Springs, CO",Combined Statistical Area,134776,134811,135318,134432,35,507,-886
233,20780,,,"Edwards, CO",Micropolitan Statistical Area,55730,55665,55773,55285,-65,108,-488
233,20780,,8037,"Eagle County, CO",County or equivalent,55730,55665,55773,55285,-65,108,-488
233,24060,,,"Glenwood Springs, CO",Micropolitan Statistical Area,79046,79146,79545,79147,100,399,-398
233,24060,,8045,"Garfield County, CO",County or equivalent,61688,61792,62195,62271,104,403,76
233,24060,,8097,"Pitkin County, CO",County or equivalent,17358,17354,17350,16876,-4,-4,-474
236,,,,"Elmira-Corning, NY",Combined Statistical Area,177729,177259,175935,174025,-470,-1324,-1910
236,18500,,,"Corning, NY",Micropolitan Statistical Area,93577,93314,93105,92599,-263,-209,-506
236,18500,,36101,"Steuben County, NY",County or equivalent,93577,93314,93105,92599,-263,-209,-506
236,21300,,,"Elmira, NY",Metropolitan Statistical Area,84152,83945,82830,81426,-207,-1115,-1404
236,21300,,36015,"Chemung County, NY",County or equivalent,84152,83945,82830,81426,-207,-1115,-1404
238,,,,"El Paso-Las Cruces, TX-NM",Combined Statistical Area,1088428,1089797,1093030,1095532,1369,3233,2502
238,21340,,,"El Paso, TX",Metropolitan Statistical Area,868861,869750,871375,872195,889,1625,820
238,21340,,48141,"El Paso County, TX",County or equivalent,865655,866547,868086,868763,892,1539,677
238,21340,,48229,"Hudspeth County, TX",County or equivalent,3206,3203,3289,3432,-3,86,143
238,29740,,,"Las Cruces, NM",Metropolitan Statistical Area,219567,220047,221655,223337,480,1608,1682
238,29740,,35013,"Doña Ana County, NM",County or equivalent,219567,220047,221655,223337,480,1608,1682
240,,,,"Erie-Meadville, PA",Combined Statistical Area,354806,354336,352502,350359,-470,-1834,-2143
240,21500,,,"Erie, PA",Metropolitan Statistical Area,270869,270539,269300,267689,-330,-1239,-1611
240,21500,,42049,"Erie County, PA",County or equivalent,270869,270539,269300,267689,-330,-1239,-1611
240,32740,,,"Meadville, PA",Micropolitan Statistical Area,83937,83797,83202,82670,-140,-595,-532
240,32740,,42039,"Crawford County, PA",County or equivalent,83937,83797,83202,82670,-140,-595,-532
244,,,,"Fargo-Wahpeton, ND-MN",Combined Statistical Area,272878,273215,277938,281593,337,4723,3655
244,22020,,,"Fargo, ND-MN",Metropolitan Statistical Area,249837,250206,254958,258663,369,4752,3705
244,22020,,27027,"Clay County, MN",County or equivalent,65309,65332,65665,65929,23,333,264
244,22020,,38017,"Cass County, ND",County or equivalent,184528,184874,189293,192734,346,4419,3441
244,47420,,,"Wahpeton, ND-MN",Micropolitan Statistical Area,23041,23009,22980,22930,-32,-29,-50
244,47420,,27167,"Wilkin County, MN",County or equivalent,6513,6482,6410,6350,-31,-72,-60
244,47420,,38077,"Richland County, ND",County or equivalent,16528,16527,16570,16580,-1,43,10
246,,,,"Fayetteville-Sanford-Lumberton, NC",Combined Statistical Area,834065,834551,843606,851150,486,9055,7544
246,22180,,,"Fayetteville, NC",Metropolitan Statistical Area,520363,520410,526153,529318,47,5743,3165
246,22180,,37051,"Cumberland County, NC",County or equivalent,334728,334391,337249,336699,-337,2858,-550
246,22180,,37085,"Harnett County, NC",County or equivalent,133554,133779,135669,138832,225,1890,3163
246,22180,,37093,"Hoke County, NC",County or equivalent,52081,52240,53235,53787,159,995,552
246,29900,,,"Laurinburg, NC",Micropolitan Statistical Area,34180,34141,34175,34162,-39,34,-13
246,29900,,37165,"Scotland County, NC",County or equivalent,34180,34141,34175,34162,-39,34,-13
246,31300,,,"Lumberton, NC",Micropolitan Statistical Area,116516,116305,116229,116663,-211,-76,434
246,31300,,37155,"Robeson County, NC",County or equivalent,116516,116305,116229,116663,-211,-76,434
246,38240,,,"Pinehurst-Southern Pines, NC",Micropolitan Statistical Area,99725,100267,102952,105531,542,2685,2579
246,38240,,37125,"Moore County, NC",County or equivalent,99725,100267,102952,105531,542,2685,2579
246,41820,,,"Sanford, NC",Micropolitan Statistical Area,63281,63428,64097,65476,147,669,1379
246,41820,,37105,"Lee County, NC",County or equivalent,63281,63428,64097,65476,147,669,1379
258,,,,"Fort Wayne-Huntington-Auburn, IN",Combined Statistical Area,645451,646288,649966,653136,837,3678,3170
258,11420,,,"Angola, IN",Micropolitan Statistical Area,34448,34453,34666,34725,5,213,59
258,11420,,18151,"Steuben County, IN",County or equivalent,34448,34453,34666,34725,5,213,59
258,12140,,,"Auburn, IN",Micropolitan Statistical Area,43273,43297,43369,43731,24,72,362
258,12140,,18033,"DeKalb County, IN",County or equivalent,43273,43297,43369,43731,24,72,362
258,14160,,,"Bluffton, IN",Micropolitan Statistical Area,28187,28167,28177,28335,-20,10,158
258,14160,,18179,"Wells County, IN",County or equivalent,28187,28167,28177,28335,-20,10,158
258,19540,,,"Decatur, IN",Micropolitan Statistical Area,35811,35852,35939,36068,41,87,129
258,19540,,18001,"Adams County, IN",County or equivalent,35811,35852,35939,36068,41,87,129
258,23060,,,"Fort Wayne, IN",Metropolitan Statistical Area,419601,420420,423604,426076,819,3184,2472
258,23060,,18003,"Allen County, IN",County or equivalent,385411,386082,389112,391449,671,3030,2337
258,23060,,18183,"Whitley County, IN",County or equivalent,34190,34338,34492,34627,148,154,135
258,26540,,,"Huntington, IN",Micropolitan Statistical Area,36670,36646,36792,36834,-24,146,42
258,26540,,18069,"Huntington County, IN",County or equivalent,36670,36646,36792,36834,-24,146,42
258,28340,,,"Kendallville, IN",Micropolitan Statistical Area,47461,47453,47419,47367,-8,-34,-52
258,28340,,18113,"Noble County, IN",County or equivalent,47461,47453,47419,47367,-8,-34,-52
260,,,,"Fresno-Madera-Hanford, CA",Combined Statistical Area,1317397,1318636,1324581,1328427,1239,5945,3846
260,23420,,,"Fresno, CA",Metropolitan Statistical Area,1008650,1009503,1012992,1015190,853,3489,2198
260,23420,,6019,"Fresno County, CA",County or equivalent,1008650,1009503,1012992,1015190,853,3489,2198
260,25260,,,"Hanford-Corcoran, CA",Metropolitan Statistical Area,152488,152790,152679,152981,302,-111,302
260,25260,,6031,"Kings County, CA",County or equivalent,152488,152790,152679,152981,302,-111,302
260,31460,,,"Madera, CA",Metropolitan Statistical Area,156259,156343,158910,160256,84,2567,1346
260,31460,,6039,"Madera County, CA",County or equivalent,156259,156343,158910,160256,84,2567,1346
264,,,,"Gainesville-Lake City, FL",Combined Statistical Area,408950,410421,414183,420190,1471,3762,6007
264,23540,,,"Gainesville, FL",Metropolitan Statistical Area,339249,340684,344281,348282,1435,3597,4001
264,23540,,12001,"Alachua County, FL",County or equivalent,278475,279742,281817,284030,1267,2075,2213
264,23540,,12041,"Gilchrist County, FL",County or equivalent,17862,17883,18306,18992,21,423,686
264,23540,,12075,"Levy County, FL",County or equivalent,42912,43059,44158,45260,147,1099,1102
264,29380,,,"Lake City, FL",Micropolitan Statistical Area,69701,69737,69902,71908,36,165,2006
264,29380,,12023,"Columbia County, FL",County or equivalent,69701,69737,69902,71908,36,165,2006
266,,,,"Grand Rapids-Kentwood-Muskegon, MI",Combined Statistical Area,1423632,1425139,1429251,1432693,1507,4112,3442
266,13660,,,"Big Rapids, MI",Micropolitan Statistical Area,39713,39792,40057,40720,79,265,663
266,13660,,26107,"Mecosta County, MI",County or equivalent,39713,39792,40057,40720,79,265,663
266,24340,,,"Grand Rapids-Kentwood, MI",Metropolitan Statistical Area,1087606,1088852,1091572,1094198,1246,2720,2626
266,24340,,26067,"Ionia County, MI",County or equivalent,66793,66855,66797,66809,62,-58,12
266,24340,,26081,"Kent County, MI",County or equivalent,657984,658460,659000,659083,476,540,83
266,24340,,26117,"Montcalm County, MI",County or equivalent,66622,66648,67458,67433,26,810,-25
266,24340,,26139,"Ottawa County, MI",County or equivalent,296207,296889,298317,300873,682,1428,2556
266,26090,,,"Holland, MI",Micropolitan Statistical Area,120499,120647,121010,121210,148,363,200
266,26090,,26005,"Allegan County, MI",County or equivalent,120499,120647,121010,121210,148,363,200
266,34740,,,"Muskegon, MI",Metropolitan Statistical Area,175814,175848,176612,176565,34,764,-47
266,34740,,26121,"Muskegon County, MI",County or equivalent,175814,175848,176612,176565,34,764,-47
267,,,,"Green Bay-Shawano, WI",Combined Statistical Area,373392,373680,373888,375375,288,208,1487
267,24580,,,"Green Bay, WI",Metropolitan Statistical Area,328256,328551,328784,330292,295,233,1508
267,24580,,55009,"Brown County, WI",County or equivalent,268729,268921,268814,270036,192,-107,1222
267,24580,,55061,"Kewaunee County, WI",County or equivalent,20556,20550,20577,20623,-6,27,46
267,24580,,55083,"Oconto County, WI",County or equivalent,38971,39080,39393,39633,109,313,240
267,43020,,,"Shawano, WI",Micropolitan Statistical Area,45136,45129,45104,45083,-7,-25,-21
267,43020,,55078,"Menominee County, WI",County or equivalent,4250,4256,4292,4197,6,36,-95
267,43020,,55115,"Shawano County, WI",County or equivalent,40886,40873,40812,40886,-13,-61,74
268,,,,"Greensboro--Winston-Salem--High Point, NC",Combined Statistical Area,1695322,1695498,1706676,1720328,176,11178,13652
268,15500,,,"Burlington, NC",Metropolitan Statistical Area,171429,171954,173876,176353,525,1922,2477
268,15500,,37001,"Alamance County, NC",County or equivalent,171429,171954,173876,176353,525,1922,2477
268,24660,,,"Greensboro-High Point, NC",Metropolitan Statistical Area,776560,775104,779125,784101,-1456,4021,4976
268,24660,,37081,"Guilford County, NC",County or equivalent,541309,539498,542756,546101,-1811,3258,3345
268,24660,,37151,"Randolph County, NC",County or equivalent,144151,144418,145109,146043,267,691,934
268,24660,,37157,"Rockingham County, NC",County or equivalent,91100,91188,91260,91957,88,72,697
268,34340,,,"Mount Airy, NC",Micropolitan Statistical Area,71367,71372,71196,71403,5,-176,207
268,34340,,37171,"Surry County, NC",County or equivalent,71367,71372,71196,71403,5,-176,207
268,49180,,,"Winston-Salem, NC",Metropolitan Statistical Area,675966,677068,682479,688471,1102,5411,5992
268,49180,,37057,"Davidson County, NC",County or equivalent,168933,169196,170794,172586,263,1598,1792
268,49180,,37059,"Davie County, NC",County or equivalent,42715,42895,43614,44090,180,719,476
268,49180,,37067,"Forsyth County, NC",County or equivalent,382584,383166,386172,389157,582,3006,2985
268,49180,,37169,"Stokes County, NC",County or equivalent,44523,44565,44641,45175,42,76,534
268,49180,,37197,"Yadkin County, NC",County or equivalent,37211,37246,37258,37463,35,12,205
272,,,,"Greenville-Kinston-Washington, NC",Combined Statistical Area,270023,270118,271404,272447,95,1286,1043
272,24780,,,"Greenville, NC",Metropolitan Statistical Area,170241,170378,172273,173542,137,1895,1269
272,24780,,37147,"Pitt County, NC",County or equivalent,170241,170378,172273,173542,137,1895,1269
272,28820,,,"Kinston, NC",Micropolitan Statistical Area,55124,55050,54693,54633,-74,-357,-60
272,28820,,37107,"Lenoir County, NC",County or equivalent,55124,55050,54693,54633,-74,-357,-60
272,47820,,,"Washington, NC",Micropolitan Statistical Area,44658,44690,44438,44272,32,-252,-166
272,47820,,37013,"Beaufort County, NC",County or equivalent,44658,44690,44438,44272,32,-252,-166
273,,,,"Greenville-Spartanburg-Anderson, SC",Combined Statistical Area,1487607,1491590,1508164,1537109,3983,16574,28945
273,23500,,,"Gaffney, SC",Micropolitan Statistical Area,56216,56207,56025,56121,-9,-182,96
273,23500,,45021,"Cherokee County, SC",County or equivalent,56216,56207,56025,56121,-9,-182,96
273,24860,,,"Greenville-Anderson, SC",Metropolitan Statistical Area,928196,930676,941269,958958,2480,10593,17689
273,24860,,45007,"Anderson County, SC",County or equivalent,203723,204176,206852,209581,453,2676,2729
273,24860,,45045,"Greenville County, SC",County or equivalent,525539,527207,534521,547950,1668,7314,13429
273,24860,,45059,"Laurens County, SC",County or equivalent,67533,67624,67817,67965,91,193,148
273,24860,,45077,"Pickens County, SC",County or equivalent,131401,131669,132079,133462,268,410,1383
273,24940,,,"Greenwood, SC",Micropolitan Statistical Area,69349,69388,69148,69267,39,-240,119
273,24940,,45047,"Greenwood County, SC",County or equivalent,69349,69388,69148,69267,39,-240,119
273,42860,,,"Seneca, SC",Micropolitan Statistical Area,78604,78778,79322,80180,174,544,858
273,42860,,45073,"Oconee County, SC",County or equivalent,78604,78778,79322,80180,174,544,858
273,43900,,,"Spartanburg, SC",Metropolitan Statistical Area,328002,329365,335406,345831,1363,6041,10425
273,43900,,45083,"Spartanburg County, SC",County or equivalent,328002,329365,335406,345831,1363,6041,10425
