CSA,CBSA,MDIV,STCOU,NAME,LSAD,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022
378,41060,,27009,"Benton County, MN",County or equivalent,41381,41357,41496,41463,-24,139,-33
378,41060,,27145,"Stearns County, MN",County or equivalent,158297,158467,159144,160405,170,677,1261
380,,,,"Mobile-Daphne-Fairhope, AL",Combined Statistical Area,661961,662899,667612,672968,938,4713,5356
380,19300,,,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,231761,233219,239361,246435,1458,6142,7074
380,19300,,1003,"Baldwin County, AL",County or equivalent,231761,233219,239361,246435,1458,6142,7074
380,33660,,,"Mobile, AL",Metropolitan Statistical Area,430200,429680,428251,426533,-520,-1429,-1718
380,33660,,1097,"Mobile County, AL",County or equivalent,414812,414353,413017,411411,-459,-1336,-1606
380,33660,,1129,"Washington County, AL",County or equivalent,15388,15327,15234,15122,-61,-93,-112
384,,,,"Monroe-Ruston, LA",Combined Statistical Area,255497,254943,253068,250998,-554,-1875,-2070
384,33740,,,"Monroe, LA",Metropolitan Statistical Area,207099,206639,204915,202869,-460,-1724,-2046
384,33740,,22067,"Morehouse Parish, LA",County or equivalent,25629,25453,25000,24446,-176,-453,-554
384,33740,,22073,"Ouachita Parish, LA",County or equivalent,160364,160096,158919,157702,-268,-1177,-1217
384,33740,,22111,"Union Parish, LA",County or equivalent,21106,21090,20996,20721,-16,-94,-275
384,40820,,,"Ruston, LA",Micropolitan Statistical Area,48398,48304,48153,48129,-94,-151,-24
384,40820,,22061,"Lincoln Parish, LA",County or equivalent,48398,48304,48153,48129,-94,-151,-24
388,,,,"Montgomery-Selma-Alexander City, AL",Combined Statistical Area,476195,475151,473889,473370,-1044,-1262,-519
388,10760,,,"Alexander City, AL",Micropolitan Statistical Area,51698,51627,51498,51143,-71,-129,-355
388,10760,,1037,"Coosa County, AL",County or equivalent,10382,10341,10366,10166,-41,25,-200
388,10760,,1123,"Tallapoosa County, AL",County or equivalent,41316,41286,41132,40977,-30,-154,-155
388,33860,,,"Montgomery, AL",Metropolitan Statistical Area,386034,385350,384826,385460,-684,-524,634
388,33860,,1001,"Autauga County, AL",County or equivalent,58802,58902,59210,59759,100,308,549
388,33860,,1051,"Elmore County, AL",County or equivalent,87974,87853,88737,89563,-121,884,826
388,33860,,1085,"Lowndes County, AL",County or equivalent,10310,10273,9926,9777,-37,-347,-149
388,33860,,1101,"Montgomery County, AL",County or equivalent,228948,228322,226953,226361,-626,-1369,-592
388,42820,,,"Selma, AL",Micropolitan Statistical Area,38463,38174,37565,36767,-289,-609,-798
388,42820,,1047,"Dallas County, AL",County or equivalent,38463,38174,37565,36767,-289,-609,-798
390,,,,"Morgantown-Fairmont, WV",Combined Statistical Area,196247,196322,196874,196993,75,552,119
390,21900,,,"Fairmont, WV",Micropolitan Statistical Area,56211,56230,56117,55952,19,-113,-165
390,21900,,54049,"Marion County, WV",County or equivalent,56211,56230,56117,55952,19,-113,-165
390,34060,,,"Morgantown, WV",Metropolitan Statistical Area,140036,140092,140757,141041,56,665,284
390,34060,,54061,"Monongalia County, WV",County or equivalent,105822,105905,106487,106869,83,582,382
390,34060,,54077,"Preston County, WV",County or equivalent,34214,34187,34270,34172,-27,83,-98
393,,,,"Moses Lake-Othello, WA",Combined Statistical Area,119732,120035,121080,122272,303,1045,1192
393,34180,,,"Moses Lake, WA",Micropolitan Statistical Area,99120,99427,100440,101311,307,1013,871
393,34180,,53025,"Grant County, WA",County or equivalent,99120,99427,100440,101311,307,1013,871
393,36830,,,"Othello, WA",Micropolitan Statistical Area,20612,20608,20640,20961,-4,32,321
393,36830,,53001,"Adams County, WA",County or equivalent,20612,20608,20640,20961,-4,32,321
394,,,,"Mount Pleasant-Alma, MI",Combined Statistical Area,106148,106180,105560,105547,32,-620,-13
394,10940,,,"Alma, MI",Micropolitan Statistical Area,41752,41667,41269,41100,-85,-398,-169
394,10940,,26057,"Gratiot County, MI",County or equivalent,41752,41667,41269,41100,-85,-398,-169
394,34380,,,"Mount Pleasant, MI",Micropolitan Statistical Area,64396,64513,64291,64447,117,-222,156
394,34380,,26073,"Isabella County, MI",County or equivalent,64396,64513,64291,64447,117,-222,156
396,,,,"Myrtle Beach-Conway, SC-NC",Combined Statistical Area,551124,555408,574816,600887,4284,19408,26071
396,23860,,,"Georgetown, SC",Micropolitan Statistical Area,63402,63506,63991,64722,104,485,731
396,23860,,45043,"Georgetown County, SC",County or equivalent,63402,63506,63991,64722,104,485,731
396,34820,,,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,487722,491902,510825,536165,4180,18923,25340
396,34820,,37019,"Brunswick County, NC",County or equivalent,136694,138157,144814,153064,1463,6657,8250
396,34820,,45051,"Horry County, SC",County or equivalent,351028,353745,366011,383101,2717,12266,17090
400,,,,"Nashville-Davidson--Murfreesboro, TN",Combined Statistical Area,2118247,2125710,2142122,2180071,7463,16412,37949
400,29980,,,"Lawrenceburg, TN",Micropolitan Statistical Area,44163,44182,44729,45415,19,547,686
400,29980,,47099,"Lawrence County, TN",County or equivalent,44163,44182,44729,45415,19,547,686
400,30280,,,"Lewisburg, TN",Micropolitan Statistical Area,34320,34466,35032,35878,146,566,846
400,30280,,47117,"Marshall County, TN",County or equivalent,34320,34466,35032,35878,146,566,846
400,34980,,,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,1989525,1996681,2011204,2046828,7156,14523,35624
400,34980,,47015,"Cannon County, TN",County or equivalent,14512,14568,14535,14788,56,-33,253
400,34980,,47021,"Cheatham County, TN",County or equivalent,41065,41128,41547,41830,63,419,283
400,34980,,47037,"Davidson County, TN",County or equivalent,715875,716058,703372,708144,183,-12686,4772
400,34980,,47043,"Dickson County, TN",County or equivalent,54314,54442,55174,55761,128,732,587
400,34980,,47111,"Macon County, TN",County or equivalent,25215,25263,25682,26229,48,419,547
400,34980,,47119,"Maury County, TN",County or equivalent,100975,101824,105003,108159,849,3179,3156
400,34980,,47147,"Robertson County, TN",County or equivalent,72803,72945,74088,75470,142,1143,1382
400,34980,,47149,"Rutherford County, TN",County or equivalent,341481,343266,351202,360619,1785,7936,9417
400,34980,,47159,"Smith County, TN",County or equivalent,19914,19970,20181,20489,56,211,308
400,34980,,47165,"Sumner County, TN",County or equivalent,196281,197396,200582,203858,1115,3186,3276
400,34980,,47169,"Trousdale County, TN",County or equivalent,11610,11638,11619,12111,28,-19,492
400,34980,,47187,"Williamson County, TN",County or equivalent,247733,249538,256209,260815,1805,6671,4606
400,34980,,47189,"Wilson County, TN",County or equivalent,147747,148645,152010,158555,898,3365,6545
400,43180,,,"Shelbyville, TN",Micropolitan Statistical Area,50239,50381,51157,51950,142,776,793
400,43180,,47003,"Bedford County, TN",County or equivalent,50239,50381,51157,51950,142,776,793
404,,,,"New Bern-Morehead City, NC",Combined Statistical Area,189851,189820,190559,191868,-31,739,1309
404,33980,,,"Morehead City, NC",Micropolitan Statistical Area,67686,67724,68718,69380,38,994,662
404,33980,,37031,"Carteret County, NC",County or equivalent,67686,67724,68718,69380,38,994,662
404,35100,,,"New Bern, NC",Metropolitan Statistical Area,122165,122096,121841,122488,-69,-255,647
404,35100,,37049,"Craven County, NC",County or equivalent,100718,100646,100277,100874,-72,-369,597
404,35100,,37103,"Jones County, NC",County or equivalent,9173,9147,9217,9233,-26,70,16
404,35100,,37137,"Pamlico County, NC",County or equivalent,12274,12303,12347,12381,29,44,34
406,,,,"New Orleans-Metairie-Hammond, LA-MS",Combined Statistical Area,1506616,1505383,1500098,1485510,-1233,-5285,-14588
406,14220,,,"Bogalusa, LA",Micropolitan Statistical Area,45456,45344,45176,45025,-112,-168,-151
406,14220,,22117,"Washington Parish, LA",County or equivalent,45456,45344,45176,45025,-112,-168,-151
406,25220,,,"Hammond, LA",Metropolitan Statistical Area,133149,133635,135508,137048,486,1873,1540
406,25220,,22105,"Tangipahoa Parish, LA",County or equivalent,133149,133635,135508,137048,486,1873,1540
406,35380,,,"New Orleans-Metairie, LA",Metropolitan Statistical Area,1271867,1270206,1262909,1246176,-1661,-7297,-16733
406,35380,,22051,"Jefferson Parish, LA",County or equivalent,440794,439712,433929,425884,-1082,-5783,-8045
406,35380,,22071,"Orleans Parish, LA",County or equivalent,383998,383218,377063,369749,-780,-6155,-7314
406,35380,,22075,"Plaquemines Parish, LA",County or equivalent,23515,23458,23284,22516,-57,-174,-768
406,35380,,22087,"St. Bernard Parish, LA",County or equivalent,43766,43853,44330,44479,87,477,149
406,35380,,22089,"St. Charles Parish, LA",County or equivalent,52548,52507,52405,50998,-41,-102,-1407
406,35380,,22093,"St. James Parish, LA",County or equivalent,20194,20117,19790,19423,-77,-327,-367
406,35380,,22095,"St. John the Baptist Parish, LA",County or equivalent,42477,42355,42021,39864,-122,-334,-2157
406,35380,,22103,"St. Tammany Parish, LA",County or equivalent,264575,264986,270087,273263,411,5101,3176
406,38100,,,"Picayune, MS",Micropolitan Statistical Area,56144,56198,56505,57261,54,307,756
406,38100,,28109,"Pearl River County, MS",County or equivalent,56144,56198,56505,57261,54,307,756
408,,,,"New York-Newark, NY-NJ-CT-PA",Combined Statistical Area,23582702,23485069,23229858,23070149,-97633,-255211,-159709
408,14860,,,"Bridgeport-Stamford-Norwalk, CT",Metropolitan Statistical Area,957416,955261,963050,962946,-2155,7789,-104
408,14860,,9001,"Fairfield County, CT",County or equivalent,957416,955261,963050,962946,-2155,7789,-104
408,20700,,,"East Stroudsburg, PA",Metropolitan Statistical Area,168323,168316,168629,167198,-7,313,-1431
408,20700,,42089,"Monroe County, PA",County or equivalent,168323,168316,168629,167198,-7,313,-1431
408,28740,,,"Kingston, NY",Metropolitan Statistical Area,181856,181627,183704,182319,-229,2077,-1385
408,28740,,36111,"Ulster County, NY",County or equivalent,181856,181627,183704,182319,-229,2077,-1385
408,35300,,,"New Haven-Milford, CT",Metropolitan Statistical Area,864842,863234,869138,869527,-1608,5904,389
408,35300,,9009,"New Haven County, CT",County or equivalent,864842,863234,869138,869527,-1608,5904,389
408,35620,,,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,20140535,20048886,19774386,19617869,-91649,-274500,-156517
408,35620,35004,,"Nassau County-Suffolk County, NY",Metropolitan Division,2921713,2912509,2924230,2909191,-9204,11721,-15039
408,35620,35004,36059,"Nassau County, NY",County or equivalent,1395777,1390559,1391112,1383726,-5218,553,-7386
408,35620,35004,36103,"Suffolk County, NY",County or equivalent,1525936,1521950,1533118,1525465,-3986,11168,-7653
408,35620,35084,,"Newark, NJ-PA",Metropolitan Division,2279141,2273186,2272653,2266862,-5955,-533,-5791
408,35620,35084,34013,"Essex County, NJ",County or equivalent,862782,859924,854121,849477,-2858,-5803,-4644
408,35620,35084,34019,"Hunterdon County, NJ",County or equivalent,128962,128786,129668,129777,-176,882,109
408,35620,35084,34027,"Morris County, NJ",County or equivalent,509277,508384,510444,511151,-893,2060,707
408,35620,35084,34037,"Sussex County, NJ",County or equivalent,144231,143915,145645,146084,-316,1730,439
408,35620,35084,34039,"Union County, NJ",County or equivalent,575352,573617,572810,569815,-1735,-807,-2995
408,35620,35084,42103,"Pike County, PA",County or equivalent,58537,58560,59965,60558,23,1405,593
408,35620,35154,,"New Brunswick-Lakewood, NJ",Metropolitan Division,2489376,2487232,2504792,2508126,-2144,17560,3334
408,35620,35154,34023,"Middlesex County, NJ",County or equivalent,863183,861314,862328,861418,-1869,1014,-910
408,35620,35154,34025,"Monmouth County, NJ",County or equivalent,643608,642771,646392,644098,-837,3621,-2294
408,35620,35154,34029,"Ocean County, NJ",County or equivalent,637229,638422,649741,655735,1193,11319,5994
408,35620,35154,34035,"Somerset County, NJ",County or equivalent,345356,344725,346331,346875,-631,1606,544
408,35620,35614,,"New York-Jersey City-White Plains, NY-NJ",Metropolitan Division,12450305,12375959,12072711,11933690,-74346,-303248,-139021
408,35620,35614,34003,"Bergen County, NJ",County or equivalent,955746,953617,954879,952997,-2129,1262,-1882
408,35620,35614,34017,"Hudson County, NJ",County or equivalent,724857,721832,703447,703366,-3025,-18385,-81
408,35620,35614,34031,"Passaic County, NJ",County or equivalent,525052,523406,518345,513936,-1646,-5061,-4409
408,35620,35614,36005,"Bronx County, NY",County or equivalent,1472656,1461125,1421089,1379946,-11531,-40036,-41143
408,35620,35614,36047,"Kings County, NY",County or equivalent,2736075,2719044,2637486,2590516,-17031,-81558,-46970
408,35620,35614,36061,"New York County, NY",County or equivalent,1694250,1677306,1578801,1596273,-16944,-98505,17472
408,35620,35614,36079,"Putnam County, NY",County or equivalent,97682,97632,98176,98045,-50,544,-131
408,35620,35614,36081,"Queens County, NY",County or equivalent,2405464,2388586,2328141,2278029,-16878,-60445,-50112
408,35620,35614,36085,"Richmond County, NY",County or equivalent,495749,494586,493484,491133,-1163,-1102,-2351
408,35620,35614,36087,"Rockland County, NY",County or equivalent,338329,337394,339256,339022,-935,1862,-234
408,35620,35614,36119,"Westchester County, NY",County or equivalent,1004445,1001431,999607,990427,-3014,-1824,-9180
408,39100,,,"Poughkeepsie-Newburgh-Middletown, NY",Metropolitan Statistical Area,697221,696486,703036,703486,-735,6550,450
408,39100,,36027,"Dutchess County, NY",County or equivalent,295897,295398,298039,297545,-499,2641,-494
408,39100,,36071,"Orange County, NY",County or equivalent,401324,401088,404997,405941,-236,3909,944
408,45860,,,"Torrington, CT",Micropolitan Statistical Area,185169,184818,185799,186116,-351,981,317
408,45860,,9005,"Litchfield County, CT",County or equivalent,185169,184818,185799,186116,-351,981,317
408,45940,,,"Trenton-Princeton, NJ",Metropolitan Statistical Area,387340,386441,382116,380688,-899,-4325,-1428
408,45940,,34021,"Mercer County, NJ",County or equivalent,387340,386441,382116,380688,-899,-4325,-1428
412,,,,"North Port-Sarasota, FL",Combined Statistical Area,1054535,1059900,1091298,1129384,5365,31398,38086
412,11580,,,"Arcadia, FL",Micropolitan Statistical Area,33975,34087,34340,35312,112,253,972
412,11580,,12027,"DeSoto County, FL",County or equivalent,33975,34087,34340,35312,112,253,972
412,35840,,,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,833710,837800,862024,891411,4090,24224,29387
412,35840,,12081,"Manatee County, FL",County or equivalent,399705,401593,413474,429125,1888,11881,15651
412,35840,,12115,"Sarasota County, FL",County or equivalent,434005,436207,448550,462286,2202,12343,13736
412,39460,,,"Punta Gorda, FL",Metropolitan Statistical Area,186850,188013,194934,202661,1163,6921,7727
412,39460,,12015,"Charlotte County, FL",County or equivalent,186850,188013,194934,202661,1163,6921,7727
416,,,,"Oklahoma City-Shawnee, OK",Combined Statistical Area,1498163,1502396,1516679,1532913,4233,14283,16234
416,36420,,,"Oklahoma City, OK",Metropolitan Statistical Area,1425714,1429854,1443587,1459380,4140,13733,15793
416,36420,,40017,"Canadian County, OK",County or equivalent,154154,155425,161981,169149,1271,6556,7168
416,36420,,40027,"Cleveland County, OK",County or equivalent,295514,296207,298099,299587,693,1892,1488
416,36420,,40051,"Grady County, OK",County or equivalent,54800,54873,55608,56658,73,735,1050
416,36420,,40081,"Lincoln County, OK",County or equivalent,33460,33495,33856,34188,35,361,332
416,36420,,40083,"Logan County, OK",County or equivalent,49552,49743,50924,51933,191,1181,1009
416,36420,,40087,"McClain County, OK",County or equivalent,41667,41911,43497,45306,244,1586,1809
416,36420,,40109,"Oklahoma County, OK",County or equivalent,796567,798200,799622,802559,1633,1422,2937
416,43060,,,"Shawnee, OK",Micropolitan Statistical Area,72449,72542,73092,73533,93,550,441
416,43060,,40125,"Pottawatomie County, OK",County or equivalent,72449,72542,73092,73533,93,550,441
420,,,,"Omaha-Council Bluffs-Fremont, NE-IA",Combined Statistical Area,1004767,1006187,1009828,1013668,1420,3641,3840
420,23340,,,"Fremont, NE",Micropolitan Statistical Area,37171,37110,37120,36997,-61,10,-123
420,23340,,31053,"Dodge County, NE",County or equivalent,37171,37110,37120,36997,-61,10,-123
420,36540,,,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,967596,969077,972708,976671,1481,3631,3963
420,36540,,19085,"Harrison County, IA",County or equivalent,14578,14564,14683,14658,-14,119,-25
420,36540,,19129,"Mills County, IA",County or equivalent,14486,14399,14464,14553,-87,65,89
420,36540,,19155,"Pottawattamie County, IA",County or equivalent,93670,93670,93434,93173,0,-236,-261
420,36540,,31025,"Cass County, NE",County or equivalent,26598,26601,27071,27122,3,470,51
420,36540,,31055,"Douglas County, NE",County or equivalent,584522,585386,585467,586327,864,81,860
420,36540,,31153,"Sarpy County, NE",County or equivalent,190597,191157,193798,196553,560,2641,2755
420,36540,,31155,"Saunders County, NE",County or equivalent,22280,22372,22798,23118,92,426,320
420,36540,,31177,"Washington County, NE",County or equivalent,20865,20928,20993,21167,63,65,174
422,,,,"Orlando-Lakeland-Deltona, FL",Combined Statistical Area,4222441,4237847,4301444,4428098,15406,63597,126654
422,19660,,,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,668944,671794,686892,705897,2850,15098,19005
422,19660,,12035,"Flagler County, FL",County or equivalent,115383,116030,120904,126705,647,4874,5801
422,19660,,12127,"Volusia County, FL",County or equivalent,553561,555764,565988,579192,2203,10224,13204
422,29460,,,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,725041,730111,755179,787404,5070,25068,32225
422,29460,,12105,"Polk County, FL",County or equivalent,725041,730111,755179,787404,5070,25068,32225
422,36740,,,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,2673379,2680313,2699199,2764182,6934,18886,64983
422,36740,,12069,"Lake County, FL",County or equivalent,383959,386194,396242,410139,2235,10048,13897
422,36740,,12095,"Orange County, FL",County or equivalent,1429901,1431573,1427928,1452726,1672,-3645,24798
422,36740,,12097,"Osceola County, FL",County or equivalent,388664,391118,404020,422545,2454,12902,18525
422,36740,,12117,"Seminole County, FL",County or equivalent,470855,471428,471009,478772,573,-419,7763
422,45540,,,"The Villages, FL",Metropolitan Statistical Area,129751,130298,134867,144970,547,4569,10103
422,45540,,12119,"Sumter County, FL",County or equivalent,129751,130298,134867,144970,547,4569,10103
422,48100,,,"Wauchula, FL",Micropolitan Statistical Area,25326,25331,25307,25645,5,-24,338
422,48100,,12049,"Hardee County, FL",County or equivalent,25326,25331,25307,25645,5,-24,338
424,,,,"Paducah-Mayfield, KY-IL",Combined Statistical Area,135326,135161,134886,134411,-165,-275,-475
424,32460,,,"Mayfield, KY",Micropolitan Statistical Area,36657,36527,36634,36412,-130,107,-222
424,32460,,21083,"Graves County, KY",County or equivalent,36657,36527,36634,36412,-130,107,-222
424,37140,,,"Paducah, KY-IL",Micropolitan Statistical Area,98669,98634,98252,97999,-35,-382,-253
424,37140,,17127,"Massac County, IL",County or equivalent,14176,14138,13966,13896,-38,-172,-70
424,37140,,21007,"Ballard County, KY",County or equivalent,7730,7712,7690,7650,-18,-22,-40
424,37140,,21139,"Livingston County, KY",County or equivalent,8892,8873,8984,8963,-19,111,-21
424,37140,,21145,"McCracken County, KY",County or equivalent,67871,67911,67612,67490,40,-299,-122
425,,,,"Parkersburg-Marietta-Vienna, WV-OH",Combined Statistical Area,149265,148972,148309,147332,-293,-663,-977
425,31930,,,"Marietta, OH",Micropolitan Statistical Area,59769,59644,59459,58901,-125,-185,-558
425,31930,,39167,"Washington County, OH",County or equivalent,59769,59644,59459,58901,-125,-185,-558
425,37620,,,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,89496,89328,88850,88431,-168,-478,-419
425,37620,,54105,"Wirt County, WV",County or equivalent,5196,5186,5059,5091,-10,-127,32
425,37620,,54107,"Wood County, WV",County or equivalent,84300,84142,83791,83340,-158,-351,-451
426,,,,"Pensacola-Ferry Pass, FL-AL",Combined Statistical Area,546655,548220,553921,559812,1565,5701,5891
426,12120,,,"Atmore, AL",Micropolitan Statistical Area,36767,36680,36658,36666,-87,-22,8
426,12120,,1053,"Escambia County, AL",County or equivalent,36767,36680,36658,36666,-87,-22,8
426,37860,,,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,509888,511540,517263,523146,1652,5723,5883
426,37860,,12033,"Escambia County, FL",County or equivalent,321897,322551,323480,324878,654,929,1398
426,37860,,12113,"Santa Rosa County, FL",County or equivalent,187991,188989,193783,198268,998,4794,4485
428,,,,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Combined Statistical Area,7379695,7375437,7390290,7381187,-4258,14853,-9103
428,12100,,,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area,274536,274172,275130,275638,-364,958,508
428,12100,,34001,"Atlantic County, NJ",County or equivalent,274536,274172,275130,275638,-364,958,508
428,20100,,,"Dover, DE",Metropolitan Statistical Area,181856,182362,184371,186946,506,2009,2575
428,20100,,10001,"Kent County, DE",County or equivalent,181856,182362,184371,186946,506,2009,2575
428,36140,,,"Ocean City, NJ",Metropolitan Statistical Area,95266,95040,95768,95634,-226,728,-134
428,36140,,34009,"Cape May County, NJ",County or equivalent,95266,95040,95768,95634,-226,728,-134
428,37980,,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,6245049,6241540,6253320,6241164,-3509,11780,-12156
428,37980,15804,,"Camden, NJ",Metropolitan Division,1287634,1287276,1293155,1297611,-358,5879,4456
428,37980,15804,34005,"Burlington County, NJ",County or equivalent,461863,461648,464411,466103,-215,2763,1692
428,37980,15804,34007,"Camden County, NJ",County or equivalent,523486,523074,524124,524907,-412,1050,783
428,37980,15804,34015,"Gloucester County, NJ",County or equivalent,302285,302554,304620,306601,269,2066,1981
428,37980,33874,,"Montgomery County-Bucks County-Chester County, PA",Metropolitan Division,2037493,2037833,2052045,2055560,340,14212,3515
428,37980,33874,42017,"Bucks County, PA",County or equivalent,646526,646112,647159,645054,-414,1047,-2105
428,37980,33874,42029,"Chester County, PA",County or equivalent,534408,534783,540864,545823,375,6081,4959
428,37980,33874,42091,"Montgomery County, PA",County or equivalent,856559,856938,864022,864683,379,7084,661
428,37980,37964,,"Philadelphia, PA",Metropolitan Division,2180641,2176923,2166252,2142440,-3718,-10671,-23812
428,37980,37964,42045,"Delaware County, PA",County or equivalent,576842,576323,576772,575182,-519,449,-1590
428,37980,37964,42101,"Philadelphia County, PA",County or equivalent,1603799,1600600,1589480,1567258,-3199,-11120,-22222
428,37980,48864,,"Wilmington, DE-MD-NJ",Metropolitan Division,739281,739508,741868,745553,227,2360,3685
428,37980,48864,10003,"New Castle County, DE",County or equivalent,570721,570873,572714,575494,152,1841,2780
428,37980,48864,24015,"Cecil County, MD",County or equivalent,103726,103793,104096,104942,67,303,846
428,37980,48864,34033,"Salem County, NJ",County or equivalent,64834,64842,65058,65117,8,216,59
428,39740,,,"Reading, PA",Metropolitan Statistical Area,428840,428631,429612,430449,-209,981,837
428,39740,,42011,"Berks County, PA",County or equivalent,428840,428631,429612,430449,-209,981,837
428,47220,,,"Vineland-Bridgeton, NJ",Metropolitan Statistical Area,154148,153692,152089,151356,-456,-1603,-733
428,47220,,34011,"Cumberland County, NJ",County or equivalent,154148,153692,152089,151356,-456,-1603,-733
429,,,,"Phoenix-Mesa, AZ",Combined Statistical Area,4899104,4923029,4996358,5069600,23925,73329,73242
429,37740,,,"Payson, AZ",Micropolitan Statistical Area,53273,53351,53521,53922,78,170,401
429,37740,,4007,"Gila County, AZ",County or equivalent,53273,53351,53521,53922,78,170,401
429,38060,,,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,4845831,4869678,4942837,5015678,23847,73159,72841
429,38060,,4013,"Maricopa County, AZ",County or equivalent,4420574,4440232,4494693,4551524,19658,54461,56831
429,38060,,4021,"Pinal County, AZ",County or equivalent,425257,429446,448144,464154,4189,18698,16010
